#,id,typ,icrs_ra_h,icrs_ra_m,icrs_ra_s,icrs_dec_d,icrs_dec_m,icrs_dec_s,fk5_ra_h,fk5_ra_m,fk5_ra_s,fk5_dec_d,fk5_dec_m,fk5_dec_s,fk4_ra_h,fk4_ra_m,fk4_ra_s,fk4_dec_d,fk4_dec_m,fk4_dec_s,gal_ra,gal_dec,pm_ra,pm_dec,plx,Umag,Bmag,Vmag,Rmag,Gmag,Imag,spec.type
106,HD 200723,PM*,21,03,52.1356812000,+41,37,41.428427844,21,03,52.1376807745,+41,37,41.448802105,21,01,59.6675667067,+41,25,46.535210193,084.0834432503204,-03.4660699379263,-2.355,-53.924,9.53,~,6.720,6.324,~,6.252,~,F2III
107,* nu. Cyg,**,20,57,10.4190684,+41,10,01.699109,20,57,10.4210255,+41,10,01.719708,20,55,18.4359750,+40,58,25.969958,082.9089582470,-02.8228380295,9.64,-22.75,8.71,3.96,3.96,3.94,3.89,3.743,3.89,A0IIIn
108,HD 202710,SB*,21,16,17.1290595744,+44,14,17.631403764,21,16,17.1311752598,+44,14,17.651315908,21,14,25.9540185527,+44,01,42.742833528,087.5482140652718,-03.3582688328425,12.444,9.142,3.21,~,7.35,6.37,~,6.097,~,K0III+A7V
109,* ksi Cyg,SB*,21,04,55.8622910,+43,55,40.264460,21,04,55.8643363,+43,55,40.284797,21,03,06.5907084,+43,43,39.365179,085.9294399763,-02.0779370551,7.97,0.06,3.87,7.17,5.39,3.73,2.55,2.941,1.63,K4.5Ib-II
110,* 68 Cyg,SB*,21,18,27.1862219256,+43,56,45.399147864,21,18,27.1883437044,+43,56,45.418973302,21,16,35.1563256448,+43,44,05.207095902,087.6100762356844,-03.8410741098324,4.632,-8.487,1.45,4.05,4.99,5.00,~,4.992,~,O7.5IIIn((f))
111,* g Cyg,PM*,21,29,26.9497663992,+46,32,26.107970964,21,29,26.9520107598,+46,32,26.127329405,21,27,36.0729861066,+46,19,09.850375083,090.8154918803980,-03.3496951979966,43.166,104.326,15.29,~,6.188,5.217,~,4.963,~,K0-III
112,HD 205349,V*,21,33,17.8846699368,+45,51,14.454491328,21,33,17.8869195165,+45,51,14.473675723,21,31,25.2956447696,+45,37,53.411886505,090.8324888480714,-04.3060753301513,-2.418,-3.713,1.22,~,8.010,6.209,~,5.564,~,K4Ib
113,* rho Cyg,PM*,21,33,58.8530450102,+45,35,30.620055459,21,33,58.8552918889,+45,35,30.639208411,21,32,05.8333405903,+45,22,12.284499050,090.7419548296850,-04.5795546714222,-24.341,-93.511,25.94,5.47,4.91,4.02,3.31,3.755,2.81,G8IIIFe-0.5
114,V* V1339 Cyg,LP*,21,42,08.3536971744,+45,45,56.511493308,21,42,08.3559946541,+45,45,56.530257504,21,40,13.4930792501,+45,32,13.740145898,091.9235630267585,-05.4012488558605,-0.792,-20.427,4.15,~,7.64,6.23,~,4.571,~,M4III:
115,V* W Cyg,LP*,21,36,02.4961902,+45,22,28.529170,21,36,02.4984432,+45,22,28.548227,21,34,08.2573257,+45,09,00.109010,090.8621682206,-04.9836727321,65.17,1.74,5.72,8.21,6.97,5.38,3.03,6.745,0.89,M4e-M6eIII
116,V* V365 Lac,SB*,22,05,51.2185933968,+48,13,53.377700088,22,05,51.2211005384,+48,13,53.395201173,22,03,53.3140233199,+47,59,15.342448663,096.6421242711548,-06.0059439233721,-1.570,-4.244,1.61,5.5,6.160,6.254,~,6.236,~,B2V
117,HD 210289,*,22,08,16.2836136312,+49,47,49.164427968,22,08,16.2861909162,+49,47,49.181789513,22,06,19.6633666546,+49,33,06.151058643,097.8886170574419,-04.9723071669351,1.460,-5.818,2.49,9.860,8.000,6.400,~,5.805,~,K5III
118,HD 211660,*,22,17,28.3228450968,+49,07,37.043486760,22,17,28.3254506512,+49,07,37.060299762,22,15,28.0175893746,+48,52,35.093379086,098.7382357044974,-06.3754818216844,16.109,8.563,3.58,~,7.51,6.45,~,6.192,~,K0
119,NGC 7243,OpC,22,15,09.1,+49,49,48,22,15,09.1,+49,49,48,22,13,10.5,+49,34,51,098.8206,-05.5820,0.433,-2.857,1.12,~,6.54,6.4,~,~,~,~
120,* alf Lac,PM*,22,31,17.5013090,+50,16,56.968200,22,31,17.5040389,+50,16,56.984138,22,29,13.5642309,+50,01,29.940120,101.2596663070,-06.5980244459,137.51,17.01,31.79,3.78,3.78,3.77,3.77,3.681,3.80,A1V
121,V* V350 Lac,RS*,22,30,06.5036358504,+49,21,23.084756172,22,30,06.5063204811,+49,21,23.100771824,22,28,02.7961863246,+49,06,00.395692146,100.6130709875376,-07.2923442247384,-25.325,-30.403,8.37,~,7.59,6.42,~,6.007,~,K2III
122,* 4 Lac,*,22,24,30.9914928480,+49,28,35.010584652,22,24,30.9941515772,+49,28,35.026959300,22,22,29.0466565596,+49,13,20.662087260,099.8983638940267,-06.7107340154060,-5.274,-3.303,1.27,4.33,4.67,4.58,4.45,4.510,4.35,A0Ib
123,* 9 Lac,PM*,22,37,22.4172656,+51,32,42.438341,22,37,22.4200859,+51,32,42.453876,22,35,18.8132217,+51,17,11.617761,102.7330394936,-05.9911540734,-51.83,-103.80,19.00,4.98,4.87,4.63,4.41,4.517,4.27,A9VkA7mA6
124,HD 214240,SB*,22,35,53.3825016096,+50,04,14.837285784,22,35,53.3852476828,+50,04,14.852920255,22,33,48.4229555752,+49,48,41.176520823,101.7905262238838,-07.1538829197676,6.244,0.043,1.77,5.7,6.199,6.275,~,6.257,~,B3V
125,HD 216523,*,22,52,52.2489515544,+50,24,44.226537372,22,52,52.2518024219,+50,24,44.240995635,22,50,41.9773073991,+50,08,46.319344848,104.3671001308376,-08.1362824690550,15.781,-1.161,4.38,~,6.407,6.463,~,6.452,~,B8V
126,V* V424 Lac,LP*,22,56,25.9983901008,+49,44,00.758688324,22,56,26.0012270073,+49,44,00.772889537,22,54,14.0871991852,+49,27,58.493716694,104.5851181244509,-08.9970553903054,-0.649,-2.768,1.40,8.66,6.71,4.94,3.59,4.216,2.54,K5Ib
127,HD 216206,*,22,50,10.0938802752,+50,40,36.908660604,22,50,10.0967296984,+50,40,36.923311544,22,48,01.0207557392,+50,24,42.481705354,104.0997255413663,-07.7070444885980,3.203,-0.400,1.95,~,7.336,6.230,~,5.920,~,G5Ib-II
128,HD 219290,*,23,14,14.3818844736,+50,37,04.421676360,23,14,14.3848485884,+50,37,04.434542589,23,11,56.8376646199,+50,20,43.619804385,107.5886533583460,-09.3355273240317,45.019,-6.054,8.51,6.250,6.300,6.310,~,6.315,~,A0V
129,HD 222748,*,23,43,05.0561952792,+51,56,21.599574216,23,43,05.0593545524,+51,56,21.610116899,23,40,37.8412629674,+51,39,42.957223879,112.3473801345204,-09.5221196060147,30.072,-4.583,6.04,~,7.47,6.44,~,6.188,~,K0
130,HD 223552,PM*,23,50,22.2333872232,+51,37,17.979960252,23,50,22.2365553732,+51,37,17.989888097,23,47,51.8043752734,+51,20,38.040943590,113.3731418249742,-10.1131274365313,120.984,-18.810,24.43,~,6.843,6.472,~,6.382,~,F3V
131,V* R Cas,Mi*,23,58,24.8682785040,+51,23,19.713029388,23,58,24.8714610968,+51,23,19.722266837,23,55,51.7015617639,+51,06,36.907304553,114.5608373403400,-10.6190668060597,82.847,17.485,5.74,6.71,6.63,4.80,~,6.744,~,M6.5-9e
132,HD 2054,SB*,00,25,06.4104962808,+53,02,48.414792012,00,25,06.4138640849,+53,02,48.421661786,00,22,23.3858454198,+52,46,12.006118366,118.9237251644020,-09.6199222349297,22.171,-4.328,5.06,5.38,5.654,5.719,~,5.694,~,B9IV
133,HD 1976,SB*,00,24,15.6540035976,+52,01,11.703208404,00,24,15.6573021295,+52,01,11.710154816,00,21,33.3113816690,+51,44,34.903807421,118.6839283719420,-10.6275299231270,15.504,-4.061,2.46,4.84,5.459,5.580,~,5.522,~,B5IV
134,V* AO Cas,SB*,00,17,43.0633133256,+51,25,59.116450728,00,17,43.0665576413,+51,25,59.123986645,00,15,03.3601736066,+51,09,19.788631855,117.5879738356016,-11.0884391613399,-2.988,-2.374,0.75,5.04,6.01,6.14,~,6.089,~,O9.2II+O8V((f))
135,HD 2774,PM*,00,31,41.1571969176,+52,50,22.301154708,00,31,41.1605675154,+52,50,22.307425332,00,28,56.1345182261,+52,33,49.693814528,119.9062403089255,-09.9161415432648,-55.313,-12.798,9.69,~,6.765,5.596,~,5.250,~,K2III
136,* nu. Cas,V*,00,48,50.0214949536,+50,58,05.394457956,00,48,50.0247792952,+50,58,05.399143931,00,45,59.2623896225,+50,41,45.159965331,122.5129201218287,-11.9014637497388,29.453,-8.152,9.15,~,4.789,4.891,~,4.867,~,B9III
137,V* V526 Cas,dS*,00,50,57.3955676136,+51,30,28.923950448,00,50,57.3988897718,+51,30,28.928438237,00,48,04.9739184389,+51,14,10.203163889,122.8555339529272,-11.3636417622965,138.202,0.237,14.66,6.750,6.650,6.360,~,6.325,~,F5III
138,HD 4881,*,00,51,33.7906792056,+51,34,17.128100028,00,51,33.7940064389,+51,34,17.132531117,00,48,41.8802637955,+51,17,59.316726872,122.9517745371594,-11.3003182847350,-6.008,-6.300,2.99,6.200,6.250,6.220,~,6.197,~,B9.5V
139,* ksi Cas,SB*,00,42,03.8922075864,+50,30,45.120403944,00,42,03.8954516819,+50,30,45.125719065,00,39,15.8063438011,+50,14,19.146008013,121.4068782052046,-12.3314574529110,16.126,-6.050,2.90,4.05,4.71,4.81,4.82,4.776,4.94,B2V
140,HD 6028,*,01,02,18.4697156064,+51,02,05.810860428,01,02,18.4730237939,+51,02,05.814282391,00,59,23.1662715385,+50,45,59.624967914,124.6773097984147,-11.7999590420603,-4.791,-14.184,4.66,6.760,6.610,6.490,~,6.455,~,A3V
141,V* OP And,RS*,01,36,27.2005869192,+48,43,22.000439676,01,36,27.2037753780,+48,43,22.000615594,01,33,23.0348168510,+48,28,05.593137821,130.5398825979953,-13.4828704052851,-15.676,-17.705,6.34,~,7.47,6.22,~,5.480,~,K1III:
142,* ups Per,PM*,01,37,59.5569926,+48,37,41.569533,01,37,59.5601756,+48,37,41.569562,01,34,54.6383940,+48,22,32.596217,130.8145319426,-13.5297054694,61.95,-112.15,18.41,6.29,4.85,3.57,2.61,3.099,1.96,K3-IIICN0.5
143,HD 11884,*,01,57,59.2356027912,+47,05,43.880137872,01,57,59.2386932744,+47,05,43.878260088,01,54,50.6343604856,+46,51,08.683969147,134.5345269738768,-14.2714619396818,6.934,-6.076,2.84,8.850,7.670,6.450,~,6.152,~,K0
144,* 3 Per,*,01,58,33.5059620456,+49,12,15.670560312,01,58,33.5091724026,+49,12,15.668628201,01,55,22.0671779235,+48,57,39.261837760,134.0594134502644,-12.2117590767355,7.051,41.686,12.69,~,6.706,5.702,~,5.418,~,K0IV
145,HD 11031,**,01,49,15.54296,+47,53,48.9227,01,49,15.54610,+47,53,48.9216,01,46,08.56208,+47,38,56.1165,132.85826129,-13.85729691,-21.08,-11.68,7.84,~,6.11,5.82,~,~,~,A3V
146,HD 11031A,**,01,49,15.540,+47,53,49.01,01,49,15.543,+47,53,49.01,01,46,08.577,+47,38,55.69,132.858247,-13.857275,-24.7,-1.4,~,~,6.554,6.456,~,~,~,A2.5V
147,HD 13818,PM*,02,15,57.7330336368,+47,48,42.982818120,02,15,57.7361481180,+47,48,42.979237978,02,12,43.1452244957,+47,34,50.662710713,137.3006533627354,-12.6877524523525,45.888,-48.457,7.49,8.280,7.410,6.360,~,6.100,~,G9III-IV
148,* c And,PM*,02,19,16.7969275675,+47,22,47.913234056,02,19,16.8000142708,+47,22,47.909341798,02,16,02.4723968692,+47,09,01.576615252,137.9895211907258,-12.9072523044200,-60.03,-5.61,11.95,~,5.310,5.310,~,5.300,~,A0V
149,HD 14372,*,02,20,41.5159199880,+47,18,38.885371596,02,20,41.5190011536,+47,18,38.881346749,02,17,26.5630899821,+47,04,56.193724428,138.2443302664644,-12.8899132736211,13.690,-8.828,2.97,~,6.065,6.154,~,6.136,~,B5V
150,HD 14213,*,02,19,10.8243650664,+46,28,20.141072220,02,19,10.8274031225,+46,28,20.137189315,02,15,57.6147526591,+46,14,33.864956585,138.2920322068527,-13.7660845283178,-22.769,-11.429,7.22,6.500,6.370,6.220,~,6.181,~,A4V
151,HD 17246,**,02,47,31.1546109384,+44,16,19.917517404,02,47,31.1574954219,+44,16,19.911008129,02,44,14.4318686406,+44,03,49.426036362,143.8923543300534,-13.8241270498916,-0.158,-6.562,1.40,~,7.09,6.47,~,6.240,~,F5
152,* 14 Per,*,02,44,05.1600277584,+44,17,49.341411348,02,44,05.1629196106,+44,17,49.335215752,02,40,49.1228650258,+44,05,08.993268264,143.3122318274823,-14.0714546390755,2.314,-6.229,2.35,~,6.320,5.435,~,5.184,~,G0Ib-IIaCa1
153,HD 18482,V*,02,59,39.8786231400,+41,01,58.585315800,02,59,39.8813402127,+41,01,58.577709058,02,56,25.4470254399,+40,50,06.362533160,147.4995170173851,-15.6423687038179,14.723,-46.981,4.58,~,7.326,5.877,~,5.378,~,K2
154,HD 19066,*,03,05,21.0104053320,+40,34,55.847112672,03,05,21.0130924861,+40,34,55.838999335,03,02,06.3953203866,+40,23,19.152294221,148.7006623467549,-15.4947550589450,-24.811,-4.677,8.32,7.86,7.06,6.05,~,5.790,~,K0III
155,* ome Per,*,03,11,17.3816089,+39,36,41.701398,03,11,17.3842449,+39,36,41.692761,03,08,03.1735464,+39,25,23.401334,150.2319868337,-15.7336473258,-26.26,5.40,11.32,~,5.728,4.607,~,4.243,~,K0III
156,HD 20283,**,03,17,11.45946,+40,28,58.6932,03,17,11.46212,+40,28,58.6841,03,13,54.81312,+40,18,01.5366,150.73269162,-14.39165262,16.98,-34.42,5.06,6.270,6.430,6.460,~,~,~,B9.5Vn+A2VpSrCrSi
157,* bet Per,EB*,03,08,10.1324535,+40,57,20.328013,03,08,10.1351502,+40,57,20.319650,03,04,54.3605253,+40,45,52.357616,148.9765258648,-14.9002614291,2.99,-1.66,36.27,1.70,2.07,2.12,2.08,~,2.11,B8V
158,HD 20346,*,03,17,45.7545100344,+39,17,00.141698796,03,17,45.7571193730,+39,17,00.132497254,03,14,30.7764591336,+39,06,04.043392048,151.5075564034045,-15.3351379420052,23.198,-17.076,6.18,~,6.005,5.967,~,5.967,~,A2IV
159,* gam Cyg,V*,20,22,13.7018357,+40,15,24.044963,20,22,13.7035977,+40,15,24.066444,20,20,25.9313880,+40,05,44.547755,078.1485910327,+01.8670884437,2.39,-0.91,1.78,3.44,2.90,2.23,1.74,~,1.40,F8Ib
160,HD 194193,*,20,22,45.2956089144,+41,01,33.645143784,20,22,45.2973802656,+41,01,33.666615301,20,20,58.7234673580,+40,51,54.642245460,078.8378028311599,+02.2240829550440,0.476,-49.012,3.31,9.51,7.53,5.93,~,5.254,~,K7III
161,NAME HD 193702AB,**,20,20,15.230,+39,24,11.58,20,20,15.232,+39,24,11.60,20,18,26.358,+39,14,40.32,077.230438,+01.694158,2.9,-23.7,~,~,6.380,6.339,7.19,~,~,A0V
162,HD 197392,*,20,41,56.5014626472,+41,43,00.748143012,20,41,56.5033458511,+41,43,00.769186594,20,40,08.0101939531,+41,32,13.083738332,081.5290015627327,-00.2641927407798,4.485,1.216,2.71,~,5.550,5.664,~,5.648,~,B8II-III
163,HD 197139,PM*,20,40,03.1592062992,+43,27,31.959372924,20,40,03.1611009712,+43,27,31.980465237,20,38,18.1946086099,+43,16,53.432779500,082.6926265408905,+01.0780224286014,-70.376,-57.133,6.53,~,7.156,5.965,~,5.617,~,K2III
164,* 57 Cyg,EB*,20,53,14.7550278,+44,23,14.140852,20,53,14.7570132,+44,23,14.161574,20,51,28.5183490,+44,11,49.675945,084.9035498194,-00.1935374616,11.94,-2.08,6.21,4.05,4.63,4.77,4.84,4.702,4.97,B5V
165,* 60 Cyg,Be*,21,01,10.9277453472,+46,09,20.795190696,21,01,10.9298094314,+46,09,20.815657129,20,59,26.0625500096,+45,57,31.189112018,087.1548392827895,-00.1028244376142,7.724,1.656,2.66,4.23,5.226,5.432,~,5.349,~,B1Ve
166,HD 199098,V*,20,53,18.5691518304,+45,10,54.050823876,20,53,18.5711504779,+45,10,54.071544142,20,51,33.6672774154,+44,59,29.455819811,085.5202327377841,+00.3073961069398,9.364,-4.213,3.67,~,6.550,5.462,~,5.190,~,K0II
167,HD 199870,SB*,20,58,19.4663810952,+44,28,18.140900268,20,58,19.4683977506,+44,28,18.161461648,20,56,31.9520961078,+44,16,33.994706482,085.5548533783505,-00.8299229818764,100.706,71.526,14.50,~,6.528,5.547,~,5.304,~,K0III:Fe-0.5
168,HR 8064,**,21,02,48.6194776656,+45,50,56.007764448,21,02,48.6215459914,+45,50,56.028175360,21,01,02.9107963130,+45,39,01.653061839,087.1120381379778,-00.5179054115392,2.754,-3.144,2.49,~,6.348,6.486,~,6.479,~,B3Vn
169,V* V1981 Cyg,LP*,21,02,24.1997590656,+44,47,27.525392304,21,02,24.2018053518,+44,47,27.545817191,21,00,36.8754904429,+44,35,34.527691648,086.2729030151572,-01.1662164248736,-5.914,-4.560,2.61,9.73,7.90,6.23,4.46,4.951,2.90,M4.5III
170,HD 199579,SB*,20,56,34.7779063080,+44,55,29.000891928,20,56,34.7799203510,+44,55,29.021509708,20,54,48.8282520520,+44,43,53.959811662,085.6966990932262,-00.2996003953213,0.464,-2.129,1.15,5.16,6.01,5.96,~,5.895,~,O6.5V((f))z
171,HD 200753,PM*,21,03,43.4666539464,+46,51,47.293431372,21,03,43.4687476038,+46,51,47.313810661,21,01,59.4893298142,+46,39,52.835404697,087.9743614213368,+00.0388593253629,-38.801,-57.936,12.21,~,6.563,6.310,~,6.264,~,F0IVn
172,HD 204411,a2*,21,26,51.6219389280,+48,50,06.599806584,21,26,51.6242267080,+48,50,06.619279022,21,25,04.9377619548,+48,37,01.197078106,092.0859585456203,-01.3891780154537,58.696,25.457,8.38,5.54,5.38,5.31,~,5.275,~,A4VpSiCrHg
173,HD 204153,PM*,21,25,19.5488561064,+46,42,51.628763376,21,25,19.5510800728,+46,42,51.648302215,21,23,29.2261729632,+46,29,49.377529789,090.4247751183024,-02.7339847113890,188.777,48.142,29.33,~,5.907,5.580,5.4,5.502,~,F0V
174,HD 202654,*,21,15,37.1781000216,+47,58,26.383932804,21,15,37.1802935951,+47,58,26.403871225,21,13,52.1444529470,+47,45,53.871996605,090.1572375084063,-00.6802231475471,3.143,-2.773,2.37,5.63,6.301,6.441,~,6.422,~,B4IV
175,HD 205314,**,21,32,56.5920346080,+49,58,39.478477980,21,32,56.5943944793,+49,58,39.497678649,21,31,10.3955831954,+49,45,18.517153892,093.5899403963337,-01.2362517398074,17.757,10.803,6.98,~,5.721,5.755,~,5.746,~,A0V
176,HD 206731,*,21,42,38.8099919712,+49,36,00.889589448,21,42,38.8124037115,+49,36,00.908328665,21,40,49.3687479873,+49,22,16.102229556,094.5073993846630,-02.5607540661962,4.267,-7.328,3.40,~,7.084,6.089,~,5.853,~,G8II
177,* pi.02 Cyg,SB*,21,46,47.6083178,+49,18,34.451096,21,46,47.6107466,+49,18,34.469628,21,44,56.5636923,+49,04,39.278891,094.8324363478,-03.2189423355,2.77,-2.00,2.95,3.4,4.11,4.18,~,4.268,~,B3III
178,HD 210715,PM*,22,11,09.8935953888,+50,49,24.294385812,22,11,09.8962295262,+50,49,24.311577822,22,09,12.9973256886,+50,34,33.326005964,098.8629034266432,-04.4030569912137,142.430,35.646,17.89,~,5.517,5.377,~,5.353,~,A5V
179,* bet Lac,**,22,23,33.6237466,+52,13,44.564655,22,23,33.6265162,+52,13,44.581090,22,21,35.3199200,+51,58,41.059834,101.2534923253,-04.3064303825,-13.25,-186.77,19.19,6.26,5.46,4.44,3.67,4.045,3.10,G9IIIbCa1
180,HD 212071,*,22,20,39.5199170904,+50,58,50.932112052,22,20,39.5226150795,+50,58,50.948728705,22,18,40.5310968840,+50,43,43.425157038,100.1951791030812,-05.1117695418703,1.654,-0.482,1.73,8.610,7.620,6.370,~,6.057,~,K2
181,HD 213720,*,22,32,18.7224657648,+54,02,13.312669452,22,32,18.7253765357,+54,02,13.328540999,22,30,19.3770677202,+53,46,44.740136614,103.3222104994467,-03.4514957949161,27.279,12.875,4.63,8.340,7.450,6.370,~,6.140,~,G8III
182,HD 216057,Be*,22,48,47.8965323832,+54,24,53.612429976,22,48,47.8995651867,+54,24,53.627177809,22,46,42.8599749923,+54,09,01.062706871,105.6201342926922,-04.2821352605703,12.210,-1.770,4.43,5.54,6.037,6.124,~,6.112,~,B7V
183,HD 217314,*,22,59,10.3408607952,+52,39,16.310428056,22,59,10.3438566714,+52,39,16.324429297,22,56,59.9670843442,+52,23,09.042285371,106.2367220563992,-06.5397056368130,-26.431,31.885,4.46,~,7.726,6.293,~,5.805,~,K2
184,HD 214878,*,22,40,18.4069877640,+53,50,45.336101820,22,40,18.4099385372,+53,50,45.351438342,22,38,15.9885904734,+53,35,05.758305699,104.2510424578909,-04.2008807434527,6.187,-18.724,9.45,~,6.877,5.920,~,5.687,~,K0III
185,HD 215159,*,22,42,20.8089832632,+53,54,31.492297980,22,42,20.8119497472,+53,54,31.507494964,22,40,17.7521670879,+53,38,48.365947368,104.5457755713972,-04.2900422061302,-2.877,-8.383,2.62,~,7.748,6.106,~,5.512,~,K2
186,HD 215518,*,22,44,49.1179167192,+52,31,01.955564904,22,44,49.1208262665,+52,31,01.970591204,22,42,43.6895596877,+52,15,14.488541607,104.2124349246140,-05.6911156706309,-6.267,7.251,3.66,9.870,7.990,6.410,~,5.827,~,K2
187,HD 218416,*,23,07,10.0549419072,+52,48,59.760688860,23,07,10.0579884510,+52,48,59.774095054,23,04,56.7072548237,+52,32,44.746754734,107.4159315368826,-06.8852232750192,2.718,12.589,8.48,~,7.189,6.120,~,5.843,~,K0III
188,V* V1022 Cas,EB*,23,57,08.4720606576,+55,42,20.539344420,23,57,08.4755213143,+55,42,20.548691932,23,54,36.5833179852,+55,25,39.325146760,115.2854189117930,-06.3578548648749,-20.899,-12.336,15.72,~,6.033,5.561,~,5.449,~,F6V
189,HD 222932,*,23,44,48.3962003616,+55,47,58.874099532,23,44,48.3996157131,+55,47,58.884497818,23,42,21.4626068052,+55,31,19.565592228,113.6105259559983,-05.8614861815859,28.115,-2.321,6.72,8.140,7.440,6.440,~,6.202,~,G4III:
190,HD 4222,*,00,45,17.1736522992,+55,13,17.030998092,00,45,17.1772236334,+55,13,17.036014340,00,42,25.3846773255,+54,56,53.613423365,122.0468990560038,-07.6397786027942,-29.935,-5.616,9.23,~,5.423,5.410,~,5.411,~,A2Vs
191,HD 3240,*,00,36,08.3101957104,+54,10,06.419675676,00,36,08.3136688539,+54,10,06.425537851,00,33,20.5179346540,+53,53,36.010510498,120.6682560793696,-08.6360393093599,22.954,-1.905,6.64,4.58,4.967,5.076,~,5.055,~,B7III
192,* zet Cas,Pu*,00,36,58.2841866,+53,53,48.867311,00,36,58.2876424,+53,53,48.873097,00,34,10.3350631,+53,37,19.410643,120.7757321741,-08.9142639764,17.38,-9.86,5.50,2.58,3.47,3.66,3.74,3.572,3.95,B2IV
193,HD 2952,PM*,00,33,10.3944926208,+54,53,41.949623868,00,33,10.3980113414,+54,53,41.955758313,00,30,23.1571855097,+54,37,11.529095666,120.2828399873473,-07.8827883722394,70.291,-39.095,9.12,~,6.959,5.922,~,5.651,~,K0III
194,* lam Cas A,*,00,31,46.316736,+54,31,20.32284,00,31,46.320224,+54,31,20.32910,00,29,00.225537,+54,14,47.12531,120.051025399,-08.239393487,~,~,~,~,5.24,5.35,~,~,~,B7.5V
195,HD 5128,PM*,00,53,47.5997104680,+52,41,21.459958980,00,53,47.6031153628,+52,41,21.464181343,00,50,53.6753886319,+52,25,06.517062593,123.2945573806301,-10.1807946814897,75.509,-20.739,10.80,~,6.49,6.31,~,6.295,~,A0
196,HD 6211,PM*,01,04,02.3905242984,+52,30,07.782640236,01,04,02.3939310559,+52,30,07.785898769,01,01,05.2643127030,+52,14,05.921277610,124.8806637546818,-10.3218964470811,1.014,-60.625,5.03,~,7.434,5.977,~,5.455,~,K2
197,HD 6540,*,01,07,09.4583917800,+53,29,53.465412480,01,07,09.4618716003,+53,29,53.468376358,01,04,10.2170954169,+53,13,52.484542536,125.2996007997757,-09.3012806958693,16.794,-3.318,2.30,9.490,7.840,6.290,~,5.770,~,K2III
198,* mu. Cas,SB*,01,08,16.3029454473,+54,55,12.561201263,01,08,16.3065315258,+54,55,12.564059717,01,04,55.3554005252,+54,40,30.460035353,125.3721460644706,-07.8718126341418,3468.251,-1564.844,130.29,5.93,5.86,5.17,4.55,4.948,4.13,G5Vb
199,HD 11151,PM*,01,50,57.1281289032,+51,56,00.303705744,01,50,57.1315154396,+51,56,00.302497962,01,47,44.1479406361,+51,41,15.948572586,132.1792143333641,-09.8665583275350,41.880,-114.965,22.70,~,6.385,5.951,~,5.856,~,F5IV
200,* 2 Per,SB*,01,52,09.3723086736,+50,47,34.054111608,01,52,09.3756202737,+50,47,34.052789056,01,48,57.7019969988,+50,32,47.854993780,132.6370812903429,-10.9312358321173,17.532,-29.090,6.82,5.38,5.623,5.689,~,5.683,~,B9pHgMn
201,HD 11335,*,01,52,50.7254346336,+51,28,29.411926788,01,52,50.7287899161,+51,28,29.410538557,01,49,38.0643767029,+51,13,43.468703373,132.5784962015523,-10.2430810263401,-12.841,-6.397,6.68,6.430,6.350,6.300,~,6.266,~,A3V
202,* 65 And,*,02,25,37.4229761208,+50,16,43.063334724,02,25,37.4262212789,+50,16,43.058848002,02,22,16.4862428261,+50,03,13.022190160,137.9485297155113,-09.8267663194862,24.289,-14.483,7.63,~,6.249,4.710,~,4.117,~,K4.5III
203,* 63 And,a2*,02,20,58.2015432888,+50,09,05.385224196,02,20,58.2047876341,+50,09,05.381173254,02,17,38.7141392331,+49,55,24.440362542,137.2866076535649,-10.2082421648791,39.818,-31.607,8.53,~,5.46,5.59,~,5.531,~,B9VpSi
204,* 64 And,*,02,24,24.9159941400,+50,00,23.555997036,02,24,24.9192246462,+50,00,23.551623304,02,21,04.7675463365,+49,46,51.511890680,137.8641598952823,-10.1502067308004,24.574,-35.977,8.07,6.93,6.17,5.19,~,4.930,~,G8III
205,HD 14221,PM*,02,19,22.6777319784,+48,57,19.657981440,02,19,22.6809073197,+48,57,19.654079974,02,16,06.2143382778,+48,43,29.555394165,137.4561881627235,-11.4204365983805,-98.856,73.884,16.60,6.800,6.820,6.410,~,6.305,~,F4V
206,HD 16780,*,02,43,01.8568506264,+48,15,54.878632596,02,43,01.8599478093,+48,15,54.872533677,02,39,39.7843034313,+48,03,11.319601256,141.4041476177464,-10.5634664597459,5.750,-4.451,1.82,8.310,7.430,6.280,~,5.999,~,G5II
207,HD 17656,*,02,51,41.7299294160,+46,50,30.990321528,02,51,41.7329327174,+46,50,30.983432665,02,48,20.1442852217,+46,38,13.519336792,143.3779713492961,-11.2001003754664,-26.247,-24.784,8.41,~,6.762,5.859,~,5.630,~,G8III
208,* kap Per,PM*,03,09,29.8036400506,+44,51,26.849828627,03,09,29.8065048517,+44,51,26.841348952,03,06,06.8580060576,+44,40,09.760350120,147.1232437485852,-11.4321366747503,165.691,-138.559,28.73,5.62,4.79,3.81,3.07,3.536,2.57,G9.5IIIb
